я,2128
и,2000
в,1003
не,996
что,952
она,826
он,659
быть,617
с,592
на,574
вы,548
это,508
но,349
как,339
всё,338
а,303
они,283
к,283
так,260
же,257
бабушка,238
мой,219
генерал,218
весь,217
этот,213
у,213
о,211
мочь,208
знать,203
сам,200
то,190
за,186
тот,184
да,177
ты,176
ещё,170
даже,169
по,168
себя,158
только,156
бы,153
полина,151
от,150
ну,147
blanche,143
сказать,141
один,140
мы,133
теперь,132
свой,132
говорить,129
если,126
раз,125
до,125
такой,122
из,119
который,115
тысяча,113
де-грие,113
для,108
ли,107
мистер,106
деньга,105
вдруг,105
уж,101
уже,98
вот,98
или,95
очень,93
опять,92
дело,91
хотеть,90
ни,84
два,84
когда,83
здесь,82
есть,80
человек,79
стать,78
тоже,76
ведь,76
ваш,76
тут,75
какой,75
ничего,71
нет,71
рука,70
казаться,70
видеть,70
слово,69
потому,69
думать,69
астля,69
стол,68
конечно,66
день,65
тогда,64
наш,64
впрочем,64
смотреть,62
почти,62
m-lle,62
какой-то,60
ставить,59
самый,59
другой,59
тотчас,58
время,58
mademoiselle,58
француз,57
заметить,57
выйти,57
чтоб,56
что-то,56
поставить,56
дать,56
барон,56
фридрихсдор,55
наконец,55
играть,55
чем,54
при,53
идти,53
выиграть,53
отвечать,52
надо,52
рулетка,50
проиграть,50
отель,50
лицо,50
взять,50
тем,48
глаз,48
без,48
хоть,47
любить,47
совсем,46
можно,46
час,45
понимать,45
первый,45
сидеть,44
начать,44
более,44
франк,43
три,43
гульден,43
голова,43
воксало,43
чтобы,42
четыре,42
сейчас,42
русский,42
потом,42
где,42
потапович,41
иметь,41
хороший,40
игра,40
действительно,40
большой,40
спросить,39
однако,39
алексей,39
почему,38
пойти,38
много,38
минута,38
иванович,38
пред,37
последний,36
мысль,36
место,35
вскричать,35
астлеть,35
точно,34
кто,34
должный,34
совершенно,33
прямо,33
после,33
под,33
ждать,33
довольно,33
zero,33
узнать,32
ужасно,32
помнить,32
ж,32
делать,32
всегда,32
вопрос,32
взгляд,32
что-нибудь,31
сто,31
пять,31
остаться,31
начинать,31
мера,31
друг,31
случай,30
ребёнок,30
париж,30
неужели,30
крайний,30
двенадцать,30
et,30
сделать,29
просто,29
прийти,29
пора,29
обратиться,29
например,29
кресло,29
красный,29
десять,29
всякий,29
сторона,28
пятьдесят,28
просить,28
мисс,28
какой-нибудь,28
иногда,28
год,28
всё-таки,28
решительно,27
посмотреть,27
особенно,27
нога,27
никогда,27
несколько,27
крикнуть,27
игрок,27
двадцать,27
стоить,26
скорый,26
продолжать,26
правда,26
непременно,26
как-то,26
дом,26
выходить,26
б,26
madame,26
cominges,26
ставка,25
сколько,25
про,25
обстоятельство,25
лакей,25
комната,25
вчера,25
будто,25
de,25
флорин,24
считать,24
стоять,24
слишком,24
принять,24
прибавить,24
месяц,24
между,24
кроме,24
каждый,24
значит,24
вид,24
явиться,23
чрез,23
там,23
странный,23
позволить,23
неделя,23
нарочно,23
дорога,23
вечер,23
весьма,23
баронесса,23
целый,22
уйти,22
смеяться,22
сердце,22
разумеется,22
ответить,22
некоторый,22
кричать,22
именно,22
жизнь,22
выигрыш,22
бросить,22
бог,22
билет,22
чуть,21
хотеться,21
форма,21
увидеть,21
убить,21
третий,21
разве,21
образ,21
наверное,21
история,21
игорный,21
долго,21
глупый,21
англичанин,21
tu,21
хорошо,20
состояние,20
случиться,20
расчёт,20
рассказать,20
право,20
понять,20
подумать,20
кругом,20
золото,20
дверь,20
чрезвычайно,19
хотя,19
удар,19
сей,19
пожалуй,19
оставить,19
куда,19
конец,19
завтра,19
броситься,19
брать,19
успеть,18
странно,18
слышать,18
сердиться,18
сегодня,18
разговор,18
прогнать,18
прежний,18
обер-кельнер,18
нельзя,18
назад,18
маленький,18
крупереть,18
карман,18
зачем,18
желать,18
давно,18
вовсе,18
un,18
телеграмма,17
сначала,17
равно,17
отправиться,17
нужный,17
голос,17
глядеть,17
глава,17
александрович,17
шаг,16
удивление,16
тон,16
серьёзно,16
пройти,16
повторять,16
мать,16
иной,16
замечать,16
женщина,16
дрожать,16
домой,16
давать,16
бывать,16
больший,16
батюшка,16
уверенный,15
согласиться,15
смех,15
сила,15
получить,15
показаться,15
поехать,15
никакой,15
начало,15
настоящий,15
матушка,15
марфа,15
князь,15
иначе,15
закричать,15
ехать,15
давеча,15
встретить,15
войти,15
аллея,15
mais,15
je,15
эдакий,14
чёрный,14
чувство,14
умереть,14
улыбка,14
спрашивать,14
скоро,14
решиться,14
рассчитывать,14
рассказывать,14
прощать,14
прасковья,14
позвать,14
подле,14
ощущение,14
остановиться,14
нечего,14
мало,14
касаться,14
долг,14
готовый,14
высокий,14
врать,14
бояться,14
que,14
monsieur,14
la,14
часто,13
сряду,13
собственный,13
семейство,13
проговорить,13
подойти,13
плечо,13
отчасти,13
отношение,13
окончательно,13
объявить,13
обед,13
наследство,13
надежда,13
зал,13
заговорить,13
дух,13
держать,13
двести,13
вполне,13
восемь,13
воротиться,13
вместо,13
вероятно,13
больной,13
богатый,13
ясно,12
шанс,12
читать,12
ходить,12
ум,12
уехать,12
тётушка,12
твой,12
сюда,12
столько,12
старый,12
слушать,12
раб,12
проиграться,12
поразить,12
передать,12
перебить,12
оставаться,12
особый,12
особенный,12
ожидать,12
обращаться,12
оба,12
никто,12
немного,12
наслаждение,12
над,12
москва,12
маркиз,12
колесо,12
квартира,12
известный,12
затем,12
жить,12
главное,12
выражение,12
впечатление,12
вообще,12
вздор,12
важный,12
быстро,12
шляпа,11
шлангенберг,11
через,11
французик,11
уходить,11
утром,11
утро,11
уметь,11
степень,11
серьёзный,11
публика,11
признаться,11
приехать,11
прежде,11
представить,11
поступок,11
показать,11
поглядеть,11
окно,11
обыкновение,11
несчастный,11
несмотря,11
недоумение,11
наверно,11
менее,11
лестница,11
кабинет,11
имя,11
известно,11
известие,11
здешний,11
желание,11
досада,11
далее,11
выслушать,11
верить,11
барышня,11
le,11
чрезвычайный,10
черта,10
умный,10
улыбаться,10
уезжать,10
удовольствие,10
удивительный,10
тридцать,10
теперешний,10
схватить,10
средний,10
скорее,10
скандал,10
рулетенбург,10
разом,10
понравиться,10
положение,10
полиция,10
подходить,10
по-русски,10
платье,10
отдать,10
ответ,10
объяснить,10
объяснение,10
нужно,10
номер,10
новый,10
необыкновенный,10
лошадь,10
куча,10
крик,10
искренно,10
зато,10
записка,10
довольный,10
громко,10
гомбург,10
вчерашний,10
вода,10
вместе,10
видимо,10
вечером,10
вагон,10
банк,10
pas,10
outchitel,10
a,10
шесть,9
часть,9
характер,9
французишка,9
ужасный,9
убеждённый,9
счастие,9
россия,9
решительный,9
рассматривать,9
пуант,9
проходить,9
проставить,9
проигрыш,9
принадлежать,9
приказать,9
презрение,9
посылать,9
послать,9
поезд,9
палка,9
негодование,9
найти,9
мнение,9
мелкий,9
любовь,9
кончиться,9
клясться,9
капитал,9
значительный,9
зала,9
забыть,9
достоинство,9
добрый,9
диван,9
далёкий,9
гулять,9
город,9
выигрывать,9
второй,9
встреча,9
восемьдесят,9
во-первых,9
влияние,9
велеть,9
veuve,9
trente,9
mon,9
язык,8
шептать,8
число,8
честь,8
цифра,8
цель,8
филиппович,8
удивляться,8
толкать,8
то-то,8
счёт,8
сумасшедший,8
ступать,8
спасти,8
сон,8
слуга,8
следовать,8
сильный,8
сестра,8
семь,8
рад,8
рабство,8
пускаться,8
прочее,8
протянуть,8
против,8
произнести,8
прожить,8
принимать,8
предлагать,8
потребовать,8
потерять,8
помиловать,8
положить,8
половина,8
поклониться,8
пока,8
побежать,8
плохой,8
перевести,8
останавливаться,8
окончательный,8
обыкновенный,8
обернуться,8
ночь,8
нищий,8
немецкий,8
намерение,8
надеяться,8
многое,8
мимо,8
милостивый,8
марья,8
луидор,8
купить,8
круперо,8
извинение,8
из-за,8
зуб,8
зельма,8
звать,8
захватить,8
заплатить,8
занимать,8
живой,8
жаль,8
единственно,8
едва,8
